"Sygnatura czasowa","Uczelnia - skrót (drukowane litery np. AGH, PK, UEK itp.)","Płeć","Wiek","Miejsce zamieszkania","Ilość członków rodziny","Czy Twoi rodzice mieszkają razem","Wykształcenie Matki","Wykształcenie Ojca","W której z podanych branży pracuje Twoja Matka?","W której z podanych branży pracuje Twój Ojciec?","Powód wybrania uczelni","Czas dojazdu na uczelnię","Tygodniowy czas poświęcony na naukę","Łączna liczba niezdanych przedmiotów","Czy uczęszczasz na dodatkowe zajęcia edukacyjne (poza uczelnią)?","Czy ktoś z Twojej rodziny uczęszcza na dodatkowe zajęcia edukacyjne (poza uczelnią/szkołą)?","Czy należysz do organizacji uczelnianych (koła naukowe, AZS, samorząd itp.)","Czy w domu masz dostęp do internetu?","Czy jesteś w związku?","Jak oceniasz swoje relacje z rodziną ","Ile masz wolnego czasu po zajęciach?","Jak często spotykasz się ze znajomymi (poza uczelnią)?","Konsumpcja alkoholu w dzień powszedni","Konsumpcja alkoholu w weekend","Jak oceniasz swoje zdrowie?","Liczba nieuzasadnionych obecności (tak mniej więcej)","Średnia ocen (semestr)","Średnia ocen (rok)"
"2016/11/30 5:36:43 PM CET","UEK","Kobieta","20","Wieś","6","Tak","4","4","Szkolnictwo","Inne","inne","2","1","0","Tak","Tak","Tak","Tak","Tak","4","3","3","2","4","4","8","4.3","4.4"
"2016/11/30 5:36:55 PM CET","UEK ","Kobieta","21","Wieś","8","Tak","1","2","Służba cywilna (Administracja, Policja itp.)","Inne","ciekawy kierunek","4","2","0","Tak","Tak","Tak","Tak","Tak","4","2","4","1","3","4","0","","4.5"
"2016/11/30 5:37:00 PM CET","UEK","Kobieta","20","Wieś","4","Tak","2","2","Inne","Inne","reputacja uczelni","2","1","0","Nie","Nie","Nie","Tak","Nie","3","2","3","3","3","3","30","3.6","3.9"
"2016/11/30 5:38:42 PM CET","UEK","Kobieta","20","Wieś","5","Tak","2","2","Inne","Inne","inne","1","1","0","Nie","Nie","Nie","Tak","Tak","5","4","4","2","4","3","3","3.5","3.6"
"2016/11/30 5:40:34 PM CET","PRZ","Kobieta","20","Miasto","4","Tak","2","1","Służba zdrowia","Inne","reputacja uczelni","1","3","0","Tak","Tak","Tak","Tak","Tak","5","3","3","2","4","2","0","4","4"
"2016/11/30 5:41:11 PM CET","UEK ","Kobieta","20","Miasto","4","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","2","3","0","Tak","Tak","Tak","Tak","Tak","5","3","3","1","2","4","4","4.0","4.0"
"2016/11/30 5:41:17 PM CET","URK","Mężczyzna","21","Miasto","5","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","1","1","0","Tak","Tak","Tak","Tak","Nie","4","2","4","3","5","2","250","4.92","4.65"
"2016/11/30 5:43:32 PM CET","UEK","Kobieta","21","Miasto","4","Tak","3","4","Służba zdrowia","Szkolnictwo","ciekawy kierunek","2","2","0","Tak","Nie","Tak","Tak","Tak","5","3","4","2","4","5","0","4","4"
"2016/11/30 5:43:39 PM CET","UEK","Mężczyzna","20","Wieś","4","Tak","4","4","Szkolnictwo","Szkolnictwo","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Nie","4","3","4","5","5","5","0","","0"
"2016/11/30 5:45:36 PM CET","UEK","Kobieta","21","Miasto","3","Tak","1","3","Inne","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","1","3","0","Tak","Nie","Nie","Tak","Tak","3","2","3","2","3","3","5","5","5"
"2016/11/30 5:45:56 PM CET","PK","Kobieta","23","Wieś","5","Tak","2","2","Inne","Inne","ciekawy kierunek","1","4","0","Tak","Tak","Nie","Tak","Tak","5","2","3","1","2","3","0","5","4"
"2016/11/30 5:49:16 PM CET","UEK","Kobieta","19","Miasto","3","Tak","4","2","Inne","Inne","inne","2","2","0","Tak","Nie","Nie","Tak","Nie","5","4","3","2","4","5","0","0","0"
"2016/11/30 5:50:53 PM CET","UEK","Kobieta","23","Miasto","3","Tak","2","2","Inne","Inne","ciekawy kierunek","2","1","0","Nie","Nie","Nie","Tak","Nie","3","1","3","2","4","4","0","4","4"
"2016/11/30 5:51:10 PM CET","UEK","Kobieta","20","Miasto","4","Tak","2","2","Inne","Służba cywilna (Administracja, Policja itp.)","inne","4","4","0","Tak","Tak","Nie","Tak","Tak","4","2","4","1","2","4","0","0","0"
"2016/11/30 5:51:25 PM CET","Uek","Mężczyzna","20","Wieś","3","Tak","3","2","Inne","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","3","1","0","Tak","Nie","Nie","Tak","Nie","2","5","1","1","3","3","2","3","3"
"2016/11/30 5:51:34 PM CET","UEK","Kobieta","21","Miasto","5","Tak","3","3","Inne","Inne","ciekawy kierunek","2","3","0","Tak","Tak","Tak","Tak","Nie","5","3","3","1","3","4","0","4","4"
"2016/11/30 5:51:59 PM CET","uek","Kobieta","23","Miasto","5","Tak","2","2","Inne","Inne","reputacja uczelni","2","1","0","Nie","Tak","Nie","Tak","Nie","4","5","3","1","2","4","2","4","3.5"
"2016/11/30 5:52:11 PM CET","UEK","Mężczyzna","20","Wieś","5","Tak","3","2","Inne","Inne","inne","2","3","0","Nie","Nie","Tak","Tak","Nie","5","4","3","4","5","5","4","4","3"
"2016/11/30 5:52:49 PM CET","UEK","Kobieta","22","Wieś","4","Tak","2","4","Służba zdrowia","Inne","blisko do domu","1","3","0","Tak","Nie","Nie","Tak","Tak","5","1","3","1","2","4","0","4.8","4.8"
"2016/11/30 5:53:56 PM CET","Uek","Kobieta","21","Miasto","4","Tak","2","2","Inne","Inne","blisko do domu","2","2","0","Tak","Tak","Nie","Tak","Tak","4","1","3","2","2","2","10","4.3","4.3"
"2016/11/30 5:54:37 PM CET","uek","Mężczyzna","21","Miasto","3","Tak","4","3","Służba cywilna (Administracja, Policja itp.)","Inne","inne","2","1","0","Tak","Tak","Tak","Tak","Nie","4","4","5","3","4","4","5","4.0","4.0"
"2016/11/30 5:56:05 PM CET","UEK","Kobieta","22","Wieś","4","Tak","4","3","Służba cywilna (Administracja, Policja itp.)","Inne","reputacja uczelni","4","1","0","Nie","Nie","Nie","Tak","Tak","5","1","4","2","5","4","0","4","4"
"2016/11/30 5:56:23 PM CET","uek","Kobieta","22","Miasto","9","Tak","4","4","Szkolnictwo","Inne","inne","4","2","0","Nie","Tak","Nie","Tak","Tak","4","2","3","2","3","4","0000000000","4","4"
"2016/11/30 5:59:45 PM CET","pk","Mężczyzna","22","Wieś","6","Tak","3","3","Inne","Inne","inne","1","4","0","Nie","Nie","Nie","Tak","Tak","5","1","5","5","5","1","12","5","5"
"2016/11/30 6:01:13 PM CET","UEK","Kobieta","23","Miasto","4","Nie","1","0","Inne","Inne","inne","2","1","0","Tak","Nie","Nie","Tak","Tak","1","5","5","3","2","4","0","4","4"
"2016/11/30 6:04:32 PM CET","UEK","Mężczyzna","21","Miasto","4","Tak","4","4","Inne","Inne","ciekawy kierunek","2","2","4","Nie","Tak","Nie","Tak","Nie","4","5","3","2","4","4","30","3","3"
"2016/11/30 6:05:15 PM CET","UEK","Kobieta","21","Miasto","4","Tak","4","4","Inne","Inne","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Nie","5","3","3","2","2","4","0","4","4"
"2016/11/30 6:08:17 PM CET","uek","Kobieta","22","Wieś","5","Tak","2","2","Inne","Inne","ciekawy kierunek","3","3","0","Nie","Tak","Nie","Tak","Tak","4","2","2","1","2","4","5","4","4"
"2016/11/30 6:12:29 PM CET","UEK","Mężczyzna","25","Miasto","4","Tak","3","4","Inne","Inne","inne","2","2","1","Tak","Nie","Nie","Tak","Nie","2","4","3","1","1","2","5","4","4"
"2016/11/30 6:12:36 PM CET","UEK","Kobieta","21","Wieś","5","Tak","4","0","Szkolnictwo","Inne","reputacja uczelni","1","1","5","Nie","Nie","Nie","Tak","Tak","4","4","2","1","1","4","5","3.0","3.0"
"2016/11/30 6:13:01 PM CET","UEK","Kobieta","22","Miasto","4","Tak","2","4","Inne","Inne","inne","2","2","0","Nie","Tak","Tak","Tak","Tak","5","3","2","2","2","4","10","4.9","4.8"
"2016/11/30 6:14:01 PM CET","PK","Kobieta","22","Wieś","5","Tak","1","4","Inne","Szkolnictwo","ciekawy kierunek","2","4","3","Nie","Nie","Nie","Tak","Tak","3","5","5","3","4","4","0","4","4"
"2016/11/30 6:16:03 PM CET","WSU","Mężczyzna","22","Miasto","3","Nie","2","1","Inne","Inne","ciekawy kierunek","2","3","0","Nie","Nie","Nie","Tak","Tak","5","4","1","3","5","5","0","4.6","4.45"
"2016/11/30 6:17:02 PM CET","UEK","Mężczyzna","21","Miasto","7","Tak","4","3","Służba zdrowia","Inne","inne","1","1","3","Nie","Nie","Nie","Tak","Nie","2","5","4","4","5","1","100","4","4"
"2016/11/30 6:17:52 PM CET","UEK","Kobieta","22","Wieś","4","Tak","2","2","Inne","Inne","ciekawy kierunek","2","3","0","Tak","Tak","Tak","Tak","Nie","5","3","4","1","3","4","4","3.8","3.9"
"2016/11/30 6:19:33 PM CET","UEK","Kobieta","22","Miasto","5","Tak","4","4","Inne","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","2","3","0","Nie","Nie","Nie","Tak","Tak","2","4","3","1","3","3","5","3.5","3.2"
"2016/11/30 6:20:51 PM CET","UEK","Kobieta","22","Miasto","4","Tak","3","2","Inne","Inne","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Nie","5","4","3","2","4","4","5","4","4"
"2016/11/30 6:21:09 PM CET","Uek","Kobieta","25","Wieś","5","Tak","3","2","Inne","Inne","ciekawy kierunek","4","2","0","Nie","Nie","Nie","Tak","Tak","5","3","5","1","4","3","0","4","4"
"2016/11/30 6:23:34 PM CET","UEK","Kobieta","21","Miasto","1","Nie","4","4","Służba zdrowia","Służba zdrowia","ciekawy kierunek","3","1","0","Nie","Nie","Nie","Tak","Tak","5","2","3","2","5","5","5","4.0","4.0"
"2016/11/30 6:24:21 PM CET","PK","Mężczyzna","20","Miasto","8","Tak","2","2","Inne","Inne","ciekawy kierunek","2","3","0","Nie","Nie","Nie","Tak","Nie","5","2","3","2","4","4","3","4.2","3.9"
"2016/11/30 6:30:57 PM CET","Uek","Kobieta","22","Miasto","4","Nie","4","4","Służba zdrowia","Inne","ciekawy kierunek","1","1","0","Nie","Nie","Nie","Tak","Tak","5","5","4","2","4","5","0","3","3"
"2016/11/30 6:31:42 PM CET","UEK","Kobieta","19","Miasto","4","Tak","4","3","Inne","Inne","ciekawy kierunek","3","2","0","Nie","Nie","Nie","Tak","Nie","4","3","3","2","2","4","3","","3"
"2016/11/30 6:34:02 PM CET","UEK","Mężczyzna","22","Miasto","3","Tak","4","4","Inne","Inne","inne","4","1","0","Nie","Nie","Tak","Tak","Nie","4","5","2","2","2","4","0","4","4"
"2016/11/30 6:34:09 PM CET","PK","Mężczyzna","20","Miasto","5","Tak","4","2","Szkolnictwo","Inne","inne","1","3","0","Tak","Nie","Nie","Tak","Tak","4","1","3","3","3","4","3","4","4"
"2016/11/30 6:34:21 PM CET","UEK","Kobieta","20","Wieś","7","Tak","4","2","Inne","Inne","inne","1","2","0","Nie","Tak","Nie","Tak","Nie","4","3","3","3","2","1","3","4.1","4.1"
"2016/11/30 6:36:11 PM CET","UEK","Kobieta","20","Wieś","4","Tak","4","2","Szkolnictwo","Inne","inne","1","2","0","Nie","Nie","Nie","Tak","Tak","3","4","4","2","2","3","0","4.61","4.5"
"2016/11/30 6:36:50 PM CET","UEK","Kobieta","20","Miasto","3","Tak","4","2","Inne","Inne","reputacja uczelni","1","3","0","Nie","Nie","Nie","Tak","Nie","4","4","3","1","1","4","0","4.45","4.4"
"2016/11/30 6:36:57 PM CET","UEK","Mężczyzna","23","Wieś","6","Tak","2","0","Inne","Inne","inne","2","1","0","Nie","Nie","Nie","Tak","Tak","5","4","4","3","2","4","2","3.8","3.8"
"2016/11/30 6:37:17 PM CET","UEK","Kobieta","20","Miasto","4","Tak","1","1","Inne","Inne","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Tak","5","3","2","1","1","4","7","4","4"
"2016/11/30 6:37:58 PM CET","UEK","Mężczyzna","24","Miasto","4","Nie","4","4","Inne","Szkolnictwo","blisko do domu","2","3","0","Nie","Nie","Tak","Tak","Tak","5","2","2","3","3","4","0","4","4"
"2016/11/30 6:39:10 PM CET","uek","Kobieta","22","Miasto","6","Nie","2","2","Inne","Inne","ciekawy kierunek","3","2","0","Nie","Nie","Nie","Tak","Nie","3","4","3","1","1","5","0","4","4"
"2016/11/30 6:40:37 PM CET","Uek","Kobieta","22","Miasto","3","Nie","3","0","Inne","Inne","reputacja uczelni","1","1","1","Nie","Tak","Nie","Tak","Tak","4","2","1","1","2","4","1","4","4"
"2016/11/30 6:41:17 PM CET","UEK","Kobieta","23","Miasto","2","Nie","4","1","Służba zdrowia","Inne","ciekawy kierunek","2","3","0","Nie","Nie","Tak","Tak","Tak","5","5","4","1","3","4","2","4.3","4.3"
"2016/11/30 6:41:33 PM CET","UEK","Kobieta","19","Wieś","4","Tak","2","0","Służba zdrowia","Inne","ciekawy kierunek","1","2","0","Nie","Tak","Nie","Tak","Tak","5","4","3","1","2","4","0","","4"
"2016/11/30 6:43:29 PM CET","AGH","Kobieta","21","Miasto","3","Tak","1","2","Inne","Szkolnictwo","reputacja uczelni","1","3","0","Nie","Nie","Tak","Tak","Tak","5","2","2","1","1","5","5","4","4"
"2016/11/30 6:43:33 PM CET","UEK","Kobieta","20","Wieś","5","Tak","2","2","Inne","Inne","blisko do domu","2","1","0","Nie","Tak","Nie","Tak","Tak","3","1","3","3","3","3","10","4.0","4.0"
"2016/11/30 6:44:27 PM CET","UEK","Kobieta","21","Miasto","3","Tak","3","4","Inne","Inne","ciekawy kierunek","2","1","1","Nie","Nie","Nie","Tak","Nie","4","4","3","1","2","3","20","5","5"
"2016/11/30 6:45:36 PM CET","uek","Kobieta","19","Miasto","4","Tak","4","4","Inne","Inne","ciekawy kierunek","2","2","0","Nie","Tak","Tak","Tak","Nie","4","1","4","2","4","4","15","4.3","3.9"
"2016/11/30 6:47:57 PM CET","UEK","Kobieta","22","Wieś","4","Tak","2","0","Inne","Inne","ciekawy kierunek","3","1","0","Nie","Nie","Nie","Tak","Tak","4","3","4","1","1","4","2","3.95","4.12"
"2016/11/30 6:49:09 PM CET","UEK","Kobieta","22","Miasto","6","Tak","2","2","Inne","Inne","reputacja uczelni","3","2","0","Nie","Tak","Nie","Tak","Nie","3","2","3","1","1","4","0","4","4"
"2016/11/30 6:49:51 PM CET","UEK","Kobieta","19","Wieś","4","Tak","4","4","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","inne","2","2","0","Nie","Nie","Nie","Tak","Nie","3","4","3","3","3","1","0","0","0"
"2016/11/30 6:50:21 PM CET","uek","Mężczyzna","21","Miasto","4","Tak","4","3","Służba zdrowia","Inne","ciekawy kierunek","2","2","1","Nie","Nie","Tak","Tak","Tak","2","4","3","2","3","3","5","4","4"
"2016/11/30 6:52:28 PM CET","AGH","Mężczyzna","23","Wieś","8","Tak","2","2","Inne","Inne","inne","1","4","0","Nie","Nie","Nie","Tak","Nie","5","2","4","2","5","2","8","3.8","4.0"
"2016/11/30 6:52:29 PM CET","UEK","Kobieta","23","Miasto","5","Tak","2","2","Inne","Inne","inne","2","2","0","Nie","Nie","Tak","Tak","Tak","4","4","2","1","2","4","2","4","4"
"2016/11/30 6:52:47 PM CET","UEK","Kobieta","20","Miasto","5","Tak","2","2","Inne","Inne","inne","1","3","0","Nie","Nie","Nie","Tak","Tak","5","3","4","1","3","4","3","5","5"
"2016/11/30 6:56:36 PM CET","UEK","Kobieta","21","Miasto","3","Tak","4","4","Inne","Inne","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Tak","5","1","1","1","1","4","0","4.5","4.3"
"2016/11/30 6:57:19 PM CET","UEK","Kobieta","23","Wieś","4","Tak","4","2","Szkolnictwo","Inne","ciekawy kierunek","2","1","0","Tak","Tak","Nie","Tak","Tak","4","5","2","3","4","2","2","4","4"
"2016/11/30 6:57:40 PM CET","Uek ","Mężczyzna","23","Miasto","3","Nie","0","0","Inne","Inne","inne","2","1","2","Nie","Nie","Tak","Tak","Tak","4","4","3","5","5","5","3","4.9","4.8"
"2016/11/30 6:59:18 PM CET","UEK","Kobieta","21","Miasto","4","Tak","4","2","Szkolnictwo","Inne","ciekawy kierunek","1","3","0","Nie","Nie","Tak","Tak","Nie","5","3","3","1","1","5","1","5","5"
"2016/11/30 7:01:17 PM CET","UP","Kobieta","21","Miasto","4","Tak","0","2","Inne","Inne","ciekawy kierunek","2","4","0","Nie","Tak","Nie","Tak","Tak","4","3","2","2","2","3","0","4","4.5"
"2016/11/30 7:01:54 PM CET","UEK","Kobieta","21","Wieś","6","Tak","1","2","Inne","Inne","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Nie","4","4","3","2","2","4","2","4.52","4.5"
"2016/11/30 7:02:28 PM CET","uek","Mężczyzna","19","Miasto","3","Tak","4","4","Służba zdrowia","Służba zdrowia","inne","1","4","0","Nie","Nie","Nie","Tak","Nie","4","5","5","2","3","4","0","","0"
"2016/11/30 7:03:11 PM CET","PK","Mężczyzna","23","Wieś","4","Tak","0","0","Inne","Inne","inne","1","2","0","Nie","Nie","Nie","Tak","Tak","5","4","1","1","1","4","4","4.5","4.3"
"2016/11/30 7:05:33 PM CET","AGH","Mężczyzna","20","Wieś","6","Tak","4","4","Inne","Inne","reputacja uczelni","1","4","0","Nie","Tak","Tak","Tak","Nie","3","2","3","2","3","4","10","4.8","4.8"
"2016/11/30 7:05:55 PM CET","agh","Mężczyzna","20","Miasto","5","Tak","4","4","Służba zdrowia","Inne","ciekawy kierunek","2","1","0","Nie","Tak","Tak","Tak","Tak","3","4","4","4","1","3","1","3.5","3.25"
"2016/11/30 7:08:12 PM CET","Uek","Kobieta","21","Miasto","5","Tak","4","2","Służba zdrowia","Inne","inne","1","1","0","Nie","Nie","Nie","Tak","Nie","3","5","4","4","4","3","0","4.3","4.2"
"2016/11/30 7:08:50 PM CET","uek","Kobieta","20","Miasto","3","Nie","4","4","Inne","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","1","2","0","Nie","Nie","Nie","Tak","Tak","4","2","2","1","1","5","1","4.3","4.3"
"2016/11/30 7:09:22 PM CET","UEK","Mężczyzna","19","Miasto","3","Tak","1","2","Inne","Inne","blisko do domu","2","2","0","Tak","Nie","Nie","Tak","Nie","3","4","3","3","3","2","0","4","4"
"2016/11/30 7:11:41 PM CET","UEK","Mężczyzna","22","Miasto","3","Nie","4","4","Inne","Inne","inne","1","3","1","Tak","Nie","Nie","Tak","Nie","3","5","3","2","4","3","0","4.4","4.4"
"2016/11/30 7:16:15 PM CET","UEk","Kobieta","21","Miasto","4","Tak","1","2","Inne","Inne","ciekawy kierunek","2","3","0","Nie","Nie","Nie","Tak","Nie","4","3","4","1","4","3","1","4","4"
"2016/11/30 7:19:06 PM CET","UJ","Kobieta","22","Miasto","4","Tak","3","4","Inne","Inne","reputacja uczelni","2","2","0","Tak","Tak","Tak","Tak","Nie","4","2","4","2","4","2","3","4","4"
"2016/11/30 7:19:46 PM CET","UEK","Kobieta","23","Wieś","3","Tak","3","3","Służba zdrowia","Służba zdrowia","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Tak","4","4","3","2","5","4","3","4","4"
"2016/11/30 7:20:47 PM CET","UEK","Mężczyzna","20","Miasto","4","Tak","1","4","Służba cywilna (Administracja, Policja itp.)","Inne","ciekawy kierunek","2","4","2","Nie","Nie","Nie","Tak","Nie","5","2","2","1","2","4","6","3","3"
"2016/11/30 7:22:22 PM CET","UEK","Kobieta","25","Miasto","1","Nie","4","2","Służba zdrowia","Inne","ciekawy kierunek","2","1","1","Nie","Nie","Nie","Tak","Tak","5","1","1","2","2","2","10","3.5","3"
"2016/11/30 7:24:32 PM CET","UEK","Kobieta","21","Wieś","4","Tak","4","2","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","2","2","2","Nie","Nie","Nie","Tak","Tak","4","3","3","1","4","4","5","4","4"
"2016/11/30 7:24:45 PM CET","UEK","Kobieta","24","Miasto","4","Tak","4","2","Inne","Inne","reputacja uczelni","2","2","0","Tak","Nie","Nie","Tak","Tak","4","2","1","1","2","3","0","4.4","4.4"
"2016/11/30 7:25:03 PM CET","UEK","Kobieta","21","Miasto","5","Tak","3","2","Inne","Inne","ciekawy kierunek","1","3","0","Tak","Tak","Tak","Tak","Nie","4","4","3","1","2","3","1","4","4"
"2016/11/30 7:25:28 PM CET","uek ","Mężczyzna","20","Miasto","3","Tak","2","2","Inne","Inne","ciekawy kierunek","4","2","1","Nie","Nie","Nie","Tak","Nie","3","3","5","3","5","4","0","4","4"
"2016/11/30 7:26:16 PM CET","UEK","Kobieta","23","Wieś","5","Nie","2","2","Inne","Inne","reputacja uczelni","4","2","1","Nie","Nie","Nie","Tak","Tak","2","4","2","2","3","4","4","4.0","3.8"
"2016/11/30 7:26:28 PM CET","PK","Kobieta","20","Wieś","4","Tak","1","2","Inne","Inne","inne","2","4","0","Nie","Nie","Nie","Tak","Tak","4","2","2","1","1","3","0","4.36","4.35"
"2016/11/30 7:29:14 PM CET","AGH","Kobieta","20","Miasto","6","Tak","4","4","Inne","Inne","inne","3","4","0","Tak","Tak","Tak","Tak","Nie","5","1","4","1","2","5","0","4.6","4.6"
"2016/11/30 7:29:37 PM CET","UEK","Kobieta","22","Miasto","4","Nie","2","2","Inne","Inne","ciekawy kierunek","2","1","1","Tak","Tak","Nie","Tak","Tak","3","2","4","2","4","2","20","3","3"
"2016/11/30 7:33:31 PM CET","Pśk","Mężczyzna","23","Miasto","4","Tak","4","2","Inne","Inne","blisko do domu","1","4","4","Nie","Tak","Nie","Tak","Nie","3","5","5","3","4","5","2","4","4"
"2016/11/30 7:33:55 PM CET","agh","Kobieta","21","Miasto","4","Tak","1","2","Inne","Inne","reputacja uczelni","3","2","1","Tak","Tak","Nie","Tak","Nie","4","3","4","2","4","3","5","4.0","3.9"
"2016/11/30 7:34:47 PM CET","UEK","Mężczyzna","22","Miasto","4","Nie","1","2","Inne","Inne","ciekawy kierunek","2","2","1","Tak","Nie","Nie","Tak","Nie","1","4","4","3","1","2","4","4","4"
"2016/11/30 7:37:28 PM CET","UEK","Mężczyzna","20","Wieś","5","Tak","3","3","Szkolnictwo","Inne","ciekawy kierunek","4","2","0","Nie","Nie","Nie","Tak","Nie","3","4","4","2","4","4","0","4","4"
"2016/11/30 7:39:16 PM CET","AGH","Kobieta","22","Miasto","3","Nie","2","1","Inne","Inne","ciekawy kierunek","4","3","0","Nie","Nie","Nie","Tak","Nie","4","1","2","1","2","4","0","4","4"
"2016/11/30 7:40:42 PM CET","UEK","Kobieta","20","Wieś","5","Tak","4","2","Szkolnictwo","Inne","ciekawy kierunek","2","1","1","Nie","Nie","Nie","Tak","Tak","4","4","3","2","2","4","10","3.7","3.8"
"2016/11/30 7:40:46 PM CET","KA","Mężczyzna","23","Miasto","4","Tak","4","4","Szkolnictwo","Inne","inne","4","3","0","Nie","Nie","Tak","Tak","Nie","3","2","2","1","1","4","4","4","4"
"2016/11/30 7:40:47 PM CET","UEK","Mężczyzna","23","Wieś","6","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","2","2","0","Nie","Nie","Nie","Tak","Nie","4","4","3","2","2","3","2","4","4"
"2016/11/30 7:41:30 PM CET","UEK","Kobieta","22","Wieś","6","Tak","2","2","Inne","Inne","inne","4","1","0","Nie","Nie","Nie","Tak","Tak","4","2","3","1","2","4","0","4","4"
"2016/11/30 7:44:57 PM CET","PK","Mężczyzna","22","Wieś","4","Tak","3","2","Inne","Inne","ciekawy kierunek","4","1","0","Nie","Nie","Nie","Tak","Nie","5","5","5","5","5","5","2","3.5","3.5"
"2016/11/30 7:46:18 PM CET","UEK","Mężczyzna","22","Wieś","4","Tak","4","2","Służba zdrowia","Inne","inne","4","2","0","Nie","Nie","Nie","Tak","Tak","4","2","2","1","3","4","3","4","4"
"2016/11/30 7:46:49 PM CET","KA ","Kobieta","24","Miasto","4","Tak","4","4","Inne","Szkolnictwo","ciekawy kierunek","3","4","0","Nie","Tak","Nie","Tak","Tak","4","3","3","2","3","4","0","4","4"
"2016/11/30 7:47:12 PM CET","UEK","Mężczyzna","20","Miasto","5","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","1","2","0","Nie","Tak","Tak","Tak","Tak","5","5","3","4","4","4","6","4.1","3.9"
"2016/11/30 7:47:24 PM CET","UEK","Kobieta","20","Miasto","3","Tak","2","2","Inne","Inne","ciekawy kierunek","2","1","0","Nie","Nie","Nie","Tak","Tak","4","2","2","2","2","5","5","4.2","3.8"
"2016/11/30 7:47:33 PM CET","PK","Mężczyzna","23","Miasto","2","Tak","1","2","Inne","Inne","ciekawy kierunek","1","2","2","Nie","Nie","Nie","Tak","Tak","5","1","2","1","1","4","2","4","4"
"2016/11/30 7:47:40 PM CET","Uek","Mężczyzna","24","Miasto","2","Nie","4","3","Szkolnictwo","Inne","inne","1","1","1","Nie","Tak","Nie","Tak","Tak","4","2","2","5","5","3","1000","3.66","3.65"
"2016/11/30 7:48:39 PM CET","UEK","Kobieta","21","Miasto","5","Tak","4","2","Służba zdrowia","Inne","ciekawy kierunek","1","4","0","Nie","Tak","Nie","Tak","Nie","4","1","4","1","1","3","0","4.5","4.5"
"2016/11/30 7:51:16 PM CET","Uek","Mężczyzna","19","Miasto","3","Tak","4","4","Szkolnictwo","Szkolnictwo","ciekawy kierunek","2","3","0","Nie","Nie","Nie","Tak","Tak","5","4","4","3","4","4","0","","4"
"2016/11/30 7:52:43 PM CET","UEK","Kobieta","20","Miasto","3","Tak","2","4","Inne","Inne","inne","2","3","0","Tak","Nie","Tak","Tak","Nie","4","3","4","2","2","3","5","4.0","3.97"
"2016/11/30 7:54:28 PM CET","UEK","Kobieta","21","Wieś","6","Tak","4","4","Służba cywilna (Administracja, Policja itp.)","Inne","ciekawy kierunek","2","4","4","Nie","Tak","Nie","Tak","Nie","5","3","3","2","2","4","5","3.8","3.5"
"2016/11/30 7:54:49 PM CET","UEK","Mężczyzna","23","Miasto","4","Tak","4","4","Służba zdrowia","Inne","inne","2","1","8","Nie","Nie","Nie","Tak","Nie","4","5","5","3","5","5","0","3.5","3.69"
"2016/11/30 7:55:39 PM CET","UEK","Kobieta","22","Miasto","4","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","1","3","0","Nie","Nie","Nie","Tak","Nie","5","5","5","1","1","3","0","5","5"
"2016/11/30 7:56:29 PM CET","UŚ","Kobieta","22","Miasto","3","Tak","1","1","Inne","Inne","reputacja uczelni","4","4","0","Nie","Tak","Nie","Tak","Tak","5","1","1","2","2","4","2","4","4"
"2016/11/30 7:58:17 PM CET","UEK","Kobieta","23","Wieś","4","Tak","2","4","Inne","Inne","ciekawy kierunek","4","4","0","Nie","Nie","Nie","Tak","Tak","5","1","2","1","3","5","0","5","5"
"2016/11/30 7:58:22 PM CET","UEK","Kobieta","18","Wieś","4","Tak","2","2","Inne","Inne","blisko do domu","3","3","0","Nie","Tak","Nie","Tak","Tak","4","3","3","1","2","3","0","","0"
"2016/11/30 7:59:09 PM CET","UEK","Mężczyzna","20","Miasto","4","Tak","4","4","Inne","Inne","ciekawy kierunek","3","4","1","Tak","Nie","Nie","Tak","Tak","3","2","3","1","2","3","0","4.2","4.05"
"2016/11/30 7:59:17 PM CET","PK","Mężczyzna","23","Miasto","4","Tak","3","4","Inne","Służba zdrowia","ciekawy kierunek","4","4","0","Tak","Nie","Tak","Tak","Tak","3","3","5","2","4","5","0","5","5"
